Key,schinese
AL_EC_ZombieBerserkerLab,"狂战士 实验室工作人员"
AL_EC_ZombieBerserkerUtilityWorker,"狂战士 公用事业工人"
AL_EC_ZombieBerserkerLumberjack,"狂战士 伐木工"
AL_EC_ZombieBerserkerArlene,"狂战士 阿琳"
AL_EC_ZombieBerserkerSkateboarder,"狂战士 暴徒"
AL_EC_ZombieBerserkerFatHawaiian,"狂战士 游客"
AL_EC_ZombieBerserkerFemaleFat,"狂战士 大妈妈"
AL_EC_ZombieBerserkerBoe,"狂战士 布尔"
AL_EC_ZombieBerserkerPartyGirl,"狂战士 派对女孩"
AL_EC_ZombieBerserkerDarlene,"狂战士 达琳"
AL_EC_ZombieBerserkerBiker,"狂战士 摩托车手"
AL_EC_ZombieBerserkerJoe,"狂战士 乔"
AL_EC_ZombieBerserkerJanitor,"狂战士 看门人"
AL_EC_ZombieBerserkerBusinessMan,"狂战士 商人"
AL_EC_ZombieBerserkerTomClark,"狂战士 汤姆·克拉克"
AL_EC_ZombieBerserkerNurse,"狂战士 护士"
AL_EC_ZombieBerserkerYo,"狂战士 幽"
AL_EC_ZombieBerserkerMarlene,"狂战士 马琳"
AL_EC_ZombieBerserkerSoldier,"狂战士 士兵"

AL_EC_ZombieRabidSteve,"狂暴 史蒂夫"
AL_EC_ZombieRabidArlene,"狂暴 阿琳"
AL_EC_ZombieRabidDarlene,"狂暴 达琳"
AL_EC_ZombieRabidMarlene,"狂暴 马琳"
AL_EC_ZombieRabidPartyGirl,"狂暴 派对女孩"
AL_EC_ZombieRabidNurse,"狂暴 护士"
AL_EC_ZombieRabidBusinessMan,"狂暴 商人"
AL_EC_ZombieRabidTomClark,"狂暴 汤姆·克拉克"
AL_EC_ZombieRabidMoe,"狂暴 莫伊"
AL_EC_ZombieRabidJanitor,"狂暴 看门人"
AL_EC_ZombieRabidHazmat,"狂暴 防化服"
AL_EC_ZombieRabidUtilityWorker,"狂暴 公用事业工人"
AL_EC_ZombieRabidBiker,"狂暴 摩托车手"
AL_EC_ZombieRabidLumberjack,"狂暴 伐木工"
AL_EC_ZombieRabidFemaleFat,"狂暴 大妈妈"
AL_EC_ZombieRabidFatHawaiian,"狂暴 游客"
AL_EC_ZombieRabidYo,"狂暴 幽"
AL_EC_ZombieRabidSkateboarder,"狂暴 暴徒"
AL_EC_ZombieRabidBoe,"狂暴 布尔"
AL_EC_ZombieRabidJoe,"狂暴 乔"
AL_EC_ZombieRabidLab,"狂暴 实验室工作人员"

AL_EC_ZombieSmartBusinessMan,"聪明的商人丧尸"
AL_EC_ZombieSmartLab,"聪明的实验室工作人员"
AL_EC_ZombieSmartLumberjack,"聪明的伐木工"
AL_EC_ZombieSmartBiker,"聪明的摩托车手"
AL_EC_ZombieSmartPartyGirl,"聪明的派对女孩"
AL_EC_ZombieSmartSoldier,"聪明的士兵"

AL_EC_ZombiePartyGirlBrunette,"派对女孩（黑发）"
# }}}

# Vanilla Entries Modified {{{
drugSteroidsDesc,"孩子们，记得远离类固醇！不过这个是可以用的，可以让你的负重翻倍。"
blockcommand_pickup,"[(((ColourToolbeltText)))]拾取[-]"
IZYgunT1assaultrifleAK47Milled,"AK47 突击步枪"
bucketEmpty,"水桶"
bucketEmptyDesc,"可用于收集水并将其转移到其他地方的水桶。[bbbbbb]仅支持污浊感染水。[-]"
bucketRiverWater,"水桶 [(((ColourDirtyWater)))](污浊感染水)[-]"
bucketRiverWaterDesc,"一个装满了非常糟糕的水的水桶。非常非常糟糕。可以说是周围最糟糕的水。"
perkEnforcerIntimidationDesc,"[(((ColourModded)))]西部最快手枪手:[-] 装备左轮手枪后立即发射的第一枪极其精准。"
perkEnforcerIntimidationLongDesc,"[(((ColourModded)))]西部最快手枪手:[-] 装备左轮手枪后立即发射的第一枪极其精准。"

perkSniperControlledBreathingDesc,"[(((ColourModded)))]幽灵:[-] 当你手持狙击步枪时，敌人寻找你的时间减少 10%。"
perkSniperControlledBreathingLongDesc,"[(((ColourModded)))]幽灵:[-] 当你手持狙击步枪时，敌人寻找你的时间减少 10%。"

ObjectiveLocateSupplies_keyword,"定位物资："

perkRangersAPAmmoDesc,"使用弓和弩进行潜行攻击时，额外造成 50% 的伤害加成。"
perkRangersAPAmmoLongDesc,"使用弓和弩进行潜行攻击时，额外造成 50% 的伤害加成。"

drugAntibioticsDesc,"虽然抗生素不能治愈 Z 病毒，但它们可以显著减少病毒的影响。"

gunMGT0PipeMachineGun,"铁管 SMG"
gunMGT0PipeMachineGunDesc,"一种发射9毫米弹药的自制自动武器。"

lblContextActionDrink,"饮用一些 [(((ColourDirtyWater)))]污浊感染水[-]。"

blockVariantHelperGroupDesc,"可用于放置方块，如果使用规划工具，则可放置可升级的蓝图方块，例如使用木锤进行建造。"

perkLuckyLooterBrassDesc,"在掠夺时找到更多废金属。"
perkLuckyLooterBrassLongDesc,"在掠夺时找到更多废金属。"
perkLuckyLooterLeadDesc,"在掠夺时找到更多的废金属。"
perkLuckyLooterLeadLongDesc,"在掠夺时找到更多的废金属。"

perkWasteTreasuresDoorsDesc,"从大多数门上收获废料。"
perkWasteTreasuresDoorsLongDesc,"从大多数门上收获废料。"
perkWasteTreasuresSinksDesc,"从水槽中收获更多废料。"
perkWasteTreasuresSinksLongDesc,"从水槽中收获更多废料。"
perkWasteTreasuresHoneyDesc,"从树桩中取蜂蜜时有 10% 的几率获得麦卢卡蜂蜜。"
perkWasteTreasuresHoneyLongDesc,"从树桩中取蜂蜜时有 10% 的几率获得麦卢卡蜂蜜。"
perkWasteTreasuresCompleteDesc,"在掠夺时有更大的几率找到高价值的不可制作物品。"
perkWasteTreasuresCompleteLongDesc,"在掠夺时有更大的几率找到高价值的不可制作物品。"

perkBarBrawling7BoozedUpDesc,"醉酒导致的视线模糊程度减半。"
perkBarBrawling7BoozedUpLongDesc,"醉酒导致的视线模糊程度减半。"

resourceLeather,"动物皮革"
resourceLeatherDesc,"一张刚刚从死去的动物身上剥下的皮。我们感谢它们的牺牲。"
cntDewCollector,"雨水收集器"
xuiDewCollector,"雨水收集器"

goDifficulty2,"冒险者（新默认难度）"
goDifficulty3,"流浪者（旧默认难度）"

ammoArrowStone,"[(((ColourModded)))]石箭（弹药）[-]"
ammoArrowStoneDesc,"使用骨头或石头箭头制作的箭。它通常指向即将被击中的目标。"

xuiOptionsVideoShadowsDistanceTooltip,阴影的质量和距离。\n性能影响：高\n在 [(((ColourModded)))]末日[-] 中无法禁用。

sneakDamageBonus,"[(((ColourModded)))]{0}[-]x 伤害加成"

lootItem,""
lootEntity,{1}\n[5cff5c](未触碰)[-]
lootTooltipEmpty,{1}\n[(((ColourGrey)))](空)[-]
lootTooltipNew,{1}\n[5cff5c](未触碰)[-]
lootTooltipTouched,{1}\n[ffaa00](已搜索)[-]
useCampfire,"[(((ColourModded)))][使用][-]"
useForge,"[(((ColourModded)))][使用][-]"
useSecureDoor,"[(((ColourModded)))]打开[-]"
useWorkstation,"[(((ColourModded)))][使用][-]"
pickupCrops,"[(((ColourModded)))][拾取][-]"
pickupPrompt,"[(((ColourModded)))][拾取][-]"
tooltipInteract,"[与 [(((ColourModded)))]{1}[-] 互动]"
vendingMachineActivate,"[与 [(((ColourModded)))]{1}[-] 互动]"

xuiOptionsVideoUIBackgroundOpacity,游戏中 UI 背景透明度
xuiOptionsVideoUIForegroundOpacity,游戏中 UI 前景色透明度

xuiOptionsVideoUIBackgroundOpacityTooltip,游戏中（即不在菜单中）UI 背景轮廓和图标透明度。
xuiOptionsVideoUIForegroundOpacityTooltip,游戏中（即不在菜单中）UI 前景色轮廓和图标透明度。

tooltipUnlocked,"[使用 [(((ColourModded)))]{1}[-]]\n[83FF89](未锁定)[-]"
tooltipLocked,"[使用 [(((ColourModded)))]{1}[-]]\n[ff5555](已锁定)[-]"
useBlock,"[使用 [(((ColourModded)))]{1}[-]]"

resourceMetalPipeDesc,"一根长长的中空圆筒形管状物。可以用作糟糕的望远镜，或者是一个劣质的迪吉里杜管。"

trapsSkillMagazine,陷阱杂志
trapsSkillMagazineDesc,你有虫害吗？看看这些疯狂的陷阱吧，用于虫害控制和家庭安全。\n\n提高 [(((ColourModded)))]陷阱制作[-] 技能。

ttCraftingSkillUnlock,"[a0a0a0]解锁 {0}:[-] [ffc000]{1}[-]"
ttCraftingSkillUnlockQuality,"[a0a0a0]解锁 {0}:[-] [ffc000]{1}[-] [(((ColourGrey)))](品质 {2})[-]"

npcTooltipTalk,"[(((ColourModded)))][互动][-]"

drinkJarBeer,"啤酒"
drinkJarBeerDesc,"这不会像你遇到过的其他啤酒那样让你变成抗晕的拳打脚踢的超级人类，但嗯……这只是啤酒……"

resourceBone,"[(((ColourModded)))]骨头[-]"
resourceBoneDesc,"骨头，在某种意义上，它们将你的身体连在一起。而在另一种意义上，你可以用它们砸丧尸，这也帮助你保住自己的身体。它们也非常适合扮演穴居人。"

dFood,"[ff8000]食物[-]"

repairToolsSkillMagazineDesc,"无论你是家庭改善者还是专业装修者，我们都为你提供了全面的服务！\n\n提高 [(((ColourModded)))]建筑工具制作[-] 技能。"

toolAnvil,"铁砧"
toolAnvilDesc,"普通的铁砧。可以在熔炉中安装以启用锻造功能；将金属锭加工成各种产品。启用使用铁砧的青铜工具配方，以更快的速度完成相同的工作。"
toolBellowsDesc,"至关重要的风箱通过持续输送密集空气来促进熔炉或熔炉中的反应。可以在熔炉中安装以增加一级熔炉温度，不受当前燃烧燃料的影响。"
toolForgeCrucibleDesc,"坩埚是冶炼过程中的关键部分，通过捕捉和输送纯熔融金属进入模具来生产小型全金属物品。可以在熔炉中安装以从熔炉存储的金属中铸造金属产品。"

xuiEmptyInfoPanelText,"[00ff00][Shift + [action:local:Primary]][-] 在 [(((ColourModded)))]制作/拆解/修理[-] 上添加到制作队列的前面。\n[00ff00][R][-] 在工作台上取出所有成品。\n[00ff00][[action:local:FocusCopyBlock]][-] 面对一个方块时 [(((ColourModded)))]复制旋转[-]。\n[00ff00][Shift + [action:local:FocusCopyBlock]][-] 面对一个方块时 [(((ColourModded)))]复制形状[-]。\n[00ff00][Ctrl + Alt + [action:local:Primary]][-] 启动 [(((ColourModded)))]自动攻击[-]。\n[action:local:Primary] 停止 [(((ColourModded)))]自动攻击[-]。\n[00ff00][Alt + [action:local:Primary]][-] 在库存物品上锁定该槽位。[-]"

meleeToolRepairT0StoneAxeDesc,"一种原始工具，适用于砍伐树木、开采石头、修理和升级墙壁、门和窗户。不是最好的武器。"
cellarDoorDoubleIronDesc,"按住 [action:local:Activate][action:permanent:Activate] 锁定或设置组合锁。使用制作的钢地下室门升级为钢地下室门。"
cellarDoorDoubleSteelDesc,"按住 [action:local:Activate][action:permanent:Activate] 锁定或设置组合锁。"
cellarDoorDoubleWoodDesc,"按住 [action:local:Activate][action:permanent:Activate] 锁定或设置组合锁。"
drugVitaminsDesc,"随着超市无尽选择的消失，维生素可以提供几乎肯定缺失的营养。通过改善营养，能量和免疫系统也会得到提升。"

resourcePaperDesc,"纸可以与其他成分一起用来制作霰弹枪弹药、炸药和雪茄。纸在过去的世界中是随处可见的，现在仍然很丰富。"

perkFiremansAlmanacCompleteLongDesc,"火场肾上腺素：烟雾的味道激发你的肾上腺素。在废土中，奔跑时获得 20% 的伤害和 20% 的耐力恢复。"

perkRangersCompleteDesc,"用弓和弩击中未警觉敌人的头部时造成双倍伤害。"

ammoGasCan,"[(((ColourModded)))]汽油[-]"
ammoGasCanDesc,"一种专用燃料，可用于发电机和钻机、链锯等电动工具。"

perkEnforcerCompleteDesc,"所有使用 .44 弹药的射击穿透敌人。"
perkEnforcerCompleteLongDesc,"穿透：.44 普通和 HiPower 子弹可以穿透敌人并击中后面的敌人。"

perkPistolPeteCompleteDesc,"近距离射击无视护甲。"
perkPistolPeteCompleteLongDesc,"粉末烧伤：9mm 武器近距离射击无视 20% 的护甲并造成出血伤害。"

perkShotgunMessiahCompleteDesc,"你可以一枪打穿大部分木墙。"
perkShotgunMessiahCompleteLongDesc,"一枪：被困在狭小空间中需要快速逃脱？用这一招在墙上打出一个洞。你可以一枪打穿大部分石膏墙和木墙。"

perkSniperCompleteDesc,"一枪毙命！击中远处目标头部时造成巨大伤害。越远越好。"
perkSniperCompleteLongDesc,"一枪毙命！击中远处目标头部时造成巨大伤害。越远越好。"

drinkJarGrandpasMoonshineDesc,"没有什么比一瓶爷爷的私酿酒更适合解决老问题了。"

perkSpearHunter3BleedDesc,"长矛有 25% 的几率对目标造成 24 点出血伤害。"
perkSpearHunter3BleedLongDesc,"出血伤害：长矛有 25% 的几率对目标造成 24 点出血伤害。"

meleeToolPickT3Auger,"钻机"
meleeToolPickT3AugerDesc,"是时候让这场末日深入地下了。 :sunglasses:\n\n[(((ColourGrey)))]注意：钻机钻孔极具破坏性，非常适合挖隧道，不适合采集资源。"

meleeWpnClubT0WoodenClubDesc,"木棍。适合打断膝盖和头骨。\n\n(((AL_LK_PowerAttackEffect)))"
meleeWpnClubT1BaseballBatDesc,"这个棍棒曾用于过去在巨大竞技场中举行的角斗游戏。\n\n(((AL_LK_PowerAttackEffect)))"
meleeWpnClubT3SteelClubDesc,"钢棍非常耐用且攻击力强大。\n\n(((AL_LK_PowerAttackEffect)))"

meleeWpnSpearT0StoneSpearDesc,"长矛比其他近战武器有更多的攻击范围。\n\n(((AL_LK_PushAttackEffect)))"
meleeWpnSpearT1IronSpearDesc,"长矛比其他近战武器有更多的攻击范围。\n\n(((AL_LK_PushAttackEffect)))"
meleeWpnSpearT3SteelSpearDesc,"长矛比其他近战武器有更多的攻击范围。\n\n(((AL_LK_PushAttackEffect)))"

meleeWpnBladeT0BoneKnifeDesc,"这种原始的临时武器也适合解剖动物。\n\n(((AL_LK_BackstabEffect)))"
meleeWpnBladeT1HuntingKnifeDesc,"非常适合刺杀和切割！\n\n(((AL_LK_BackstabEffect)))"

meleeWpnSledgeT0StoneSledgehammerDesc,"大锤是敲碎头骨的最佳武器之一。\n\n(((AL_LK_CleaveEffect)))"
meleeWpnSledgeT1IronSledgehammerDesc,"大锤是敲碎头骨的最佳武器之一。\n\n(((AL_LK_CleaveEffect)))"
meleeWpnSledgeT3SteelSledgehammerDesc,"大锤是敲碎头骨的最佳武器之一。\n\n(((AL_LK_CleaveEffect)))"

meleeWpnKnucklesT0LeatherKnucklesDesc,"皮革指关节包裹以保护双手并在挥动时增加重量。\n\n(((AL_LK_WeakenEffect)))"
meleeWpnKnucklesT1IronKnucklesDesc,"保护双手并在挥动时增加重量。\n\n(((AL_LK_WeakenEffect)))"
meleeWpnKnucklesT3SteelKnucklesDesc,"保护双手并在挥动时增加重量。这些刀片也适合解剖动物。\n\n(((AL_LK_WeakenEffect)))"

gunBowT1WoodenBowDesc,"适合狩猎和杀死丧尸。如果你急需的话，也可以当作一种不错的弦乐器。"
# }}}

# Buffs {{{
AL_Buff_VitalitySummaryName,"[(((ColourVitality)))]活力总览[-]"
lblBuffs,"增益效果"

AL_Buff_VolleyName,"准备齐射"
AL_Buff_VolleyDesc,"几发子弹已准备好发射。"

AL_Buff_InfectionStallingDisplayName,"感染停滞"
AL_Buff_InfectionStallingDisplayDesc,"感染停滞的时间。最大时间为 1 小时。"

AL_Buff_VitalityMinimum,"乐观主义"
AL_Buff_VitalityMinimumDesc,"末日就末日呗！\n\n[aaaaaa]你的最低[-] [(((ColourModded)))]活力[-] [aaaaaa]目前为[-] {0}[aaaaaa]。这个最低值会逐渐降低至零，并在[-] [ffffff]第 8 天[-][aaaaaa]结束，之后你的最低 [(((ColourModded)))]活力[-] 为零。[-]"

AL_Buff_WarmingFire,"取暖火焰"
AL_Buff_WarmingFireName,"取暖火焰"
AL_Buff_WarmingFireDesc,"你在附近的火焰中取暖。\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]- +20 抗低温。\n- 快速减少湿气。[-]"

AL_Buff_DrinkingRain,"喝雨水"
AL_Buff_DrinkingRainName,"喝雨水"
AL_Buff_DrinkingRainDesc,"虽然慢而且会弄湿衣服，但总比脱水强。"

AL_Buff_ZInfectionTurnedName,"[ff4040]转变[-]"
AL_Buff_ZInfectionTurnedDesc,"丧尸感染完全包围了你，并导致了你异常的死亡。当你意识离开身体时，你在虚空中跳跃时被拦截。虽然感觉像是在开放的空间，但实际上被固定住了。一种痛苦的切割感迅速蔓延全身。你想尖叫，但这里没有可以尖叫的身体。一股敌对的力量袭击了你。你被拉过尖锐的虚空，就像被拉过一片剃刀地带。你的意识被撕裂。你感到精神上的守护者正在试图把你拉回来，似乎在挣扎。一段时间后，你被大力甩开，显然逃脱了，但你知道这次经历严重损害了你的思维。这种感染似乎不仅仅是自然力量。\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]所有属性、行动技能和制作技能减少了 10%。[-]"

AL_Buff_BloodmoonDeath,"[ff4040]献祭给血月[-]"
AL_Buff_BloodmoonDeathDesc,"当你被推向虚空复活时，虽然轨迹未受影响，但突然感到一股强大的钝击。你感受到了某种注视。显然对你存在的事实不太满意。冲击的感觉逐渐渗透，你感到内心深处渐渐滋生出深深的敌意。它的触须有条不紊地向内延伸，缠绕着你的思维边缘。你醒来了。再次复活，但带着强烈的恐惧。\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]活力降至零。[-]"

al_buff_vitamins,"[(((ColourModded)))]营养充足[-]"
AL_Buff_VitaminsName,"[(((ColourModded)))]营养充足[-]"
AL_Buff_VitaminsDesc,"你的维生素和矿物质都得到了补充，感觉更有活力；+10% 耐力（除了活力效果）。"

AL_Buff_AlcoholWithdrawal_DepressionName,"[e79b13]戒酒症状:[-] 抑郁"
AL_Buff_AlcoholWithdrawal_DepressionDesc,"沉重的抑郁压在你的心头。它在几乎所有方面都拖慢了你，并使你对生活产生阴暗的看法。"

AL_Buff_AlcoholWithdrawal_AnxietyName,"[e79b13]戒酒症状:[-] 焦虑"
AL_Buff_AlcoholWithdrawal_AnxietyDesc,"以前害怕的事物现在更加可怕，以前不害怕的事物现在也让你不安。\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]加倍 [-] [ffffff]环境[-][bbbbbb]、[-] [ffffff]战斗压力[-][bbbbbb] 和 [-] [ffffff]恐惧[-][bbbbbb] 的负面影响。"

AL_Buff_AlcoholWithdrawal_BrainFogName,"[e79b13]戒酒症状:[-] 思维混乱"
AL_Buff_AlcoholWithdrawal_BrainFogDesc,"你似乎无法将思绪联系起来.."

AL_Buff_AlcoholWithdrawal_TremorsName,"[e79b13]戒酒症状:[-] 颤抖"
AL_Buff_AlcoholWithdrawal_TremorsDesc,"你浑身颤抖。"

AL_Buff_AlcoholWithdrawal_FatigueName,"[e79b13]戒酒症状:[-] 疲劳"
AL_Buff_AlcoholWithdrawal_FatigueDesc,"你觉得如此沉重...仅仅移动都非常困难..."

AL_Buff_AlcoholWithdrawal_HeadacheName,"[e79b13]戒酒症状:[-] 头痛"
AL_Buff_AlcoholWithdrawal_HeadacheDesc,"你突然感到剧烈头痛。"

AL_BuffWoodsman,"森林人"
AL_BuffWoodsmanDesc,"自从末日以来，你一直在森林中度过，避免人口中心区域，因此你对野外环境更为适应，对文明世界则更为警惕。[(((ColourGrey)))]在野外地区，你跑得更快，耐力恢复更快，而在人造环境中则相反。[-]"
AL_BuffWoodsmanTT,"自从末日以来，你一直在森林中度过，避免人口中心区域，因此你对野外环境更为适应，对文明世界则更为警惕。[(((ColourGrey)))]在野外地区，你跑得更快，耐力恢复更快，而在人造环境中则相反。[-]"

AL_Buff_FoodPoisoning_QueasyName,"不适"
AL_Buff_FoodPoisoning_QueasyDesc,"你的胃感觉不太好.. 最好休息一下。\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]-0.01% 活力 / 分钟\n-5% 移动速度[-]"

AL_Buff_FoodPoisoning_NauseousName,"恶心"
AL_Buff_FoodPoisoning_NauseousDesc,"你真的 [i]真的[/i] 不太舒服.. 啊..\n\n[(((ColourModded)))]效果:[-]\n[bbbbbb]-0.02% 活力 / 分钟\n-10% 移动速度[-]"

AL_Buff_VomitName,"呕吐！"
AL_Buff_VomitDesc,"呃呃呃呃呃呃.....啊啊啊啊啊呃呃呃呃呃.....呃呃呃呃呃哇哇哇哇哇...."
# }}}

# UI Only {{{
AL_LK_StatSymbolHealth,"生命"
AL_LK_StatSymbolStamina,"耐力"
AL_LK_StatSymbolAlcohol,"活力"
AL_LK_StatSymbolAlcohol,"酒精"

AL_TagRestrictedSlot_Light,"手电筒 / 火炬"
AL_TagRestrictedSlot_Map,"地图"
AL_TagRestrictedSlot_Compass,"指南针"
AL_TagRestrictedSlot_Watch,"手表"
AL_TagRestrictedSlot_Radio,"收音机"
AL_TagRestrictedSlot_GeigerCounter,"盖革计数器"
AL_TagRestrictedSlot_Toolbelt,"工具带"
AL_TagRestrictedSlot_Backpack,"背包"

AL_BookGroup_RockHard,"采矿的艺术"
AL_BookGroup_MoreDakka,"更多火力"
AL_BookGroup_WhiskeyPunch,"酒吧拳击"
AL_BookGroup_HitIt,"击打"
AL_BookGroup_Magnuminous,"重型武器"
AL_BookGroup_BurnBabyBurn,"燃烧吧"
AL_BookGroup_Yoink,"抓取！"
AL_BookGroup_WildThing,"狂野之物"
AL_BookGroup_LootGobblin,"掠夺者"
AL_BookGroup_DarknessCalls,"黑暗召唤"
AL_BookGroup_ShootyMcGee,"射击小子"
AL_BookGroup_Trueshot,"精准射击"
AL_BookGroup_BlastEm,"轰击"
AL_BookGroup_LongShot,"远程射击"
AL_BookGroup_HotTips,"热辣提示"
AL_BookGroup_CloseQuarters,"近战"

AL_LK_Rotato,土豆
# }}}

# Main Menu {{{
AL_LK_7DTDCredits,"制作组：7 Days To Die"
AL_LK_ALCredits,"制作组：Afterlife Mod"
# }}}

# Cartography Table {{{
AL_LK_UseCartographyTable,"[使用 [(((ColourModded)))]制图台[-]]"
blockcommand_sync,"与地图同步"
blockcommand_copy_to,"复制到"
blockcommand_copy_from,"从...复制"
blockcommand_reset,"调试：重置地图"
# }}}

# Block Commands {{{
blockcommand_pick_normal,"开锁\n[bbbbbb](普通撬锁工具)[-]"
blockcommand_pick_improvised,"开锁\n[(((ColourModded)))](临时撬锁工具)[-]"
# }}}

# TimedActions {{{
AL_LK_TargetAtMaxHealth,"目标已经处于满生命状态。"
AL_LK_PlayerAtMaxHealth,"你已经处于满生命状态。"
# }}}

# Progression UI {{{
AL_PerkBook_RockHard1,"采矿的艺术 第1卷"
AL_PerkBook_RockHard2,"采矿的艺术 第2卷"
AL_PerkBook_RockHard3,"采矿的艺术 第3卷"
AL_PerkBook_RockHard4,"采矿的艺术 第4卷"
AL_PerkBook_RockHard5,"采矿的艺术 第5卷"
AL_PerkBook_RockHard6,"采矿的艺术 第6卷"
AL_PerkBook_RockHard7,"采矿的艺术 第7卷"
AL_PerkBook_RockHard1Desc,"可以制作 [(((ColourModded)))]黑带咖啡[-]."
AL_PerkBook_RockHard2Desc,"垮塌的物块对你造成的伤害减少[(((ColourEffectGood)))]50%[-]"
AL_PerkBook_RockHard3Desc,"传递胶带：采矿工具的耐久度消耗减少 [(((ColourEffectGood)))]20%[-]."
AL_PerkBook_RockHard4Desc,"矿石产量增加 [(((ColourEffectGood)))]10%[-]."
AL_PerkBook_RockHard5Desc,"白炽光：可以制作 [(((ColourModded)))]头灯[-]."
AL_PerkBook_RockHard6Desc,"保持水分：当水含量超过 50% 时，挥动采矿工具时耐力消耗减少 [(((ColourEffectGood)))]20%[-]."
AL_PerkBook_RockHard7Desc,"只用尖端：可以制作 [(((ColourModded)))]金刚石刀刃模组[-]."
AL_PerkBook_RockHardCompleteDesc,"突破：有机会[(((ColourModded)))]一击开采矿石[-]。效果随采矿技能提升而增强。"
# }}}

# Crafting Skills {{{
AL_CraftingSkill_Armour,"护甲"
AL_CraftingSkill_ConstructionTools,"建筑工具"
AL_CraftingSkill_HarvestingTools,"采集工具"
AL_CraftingSkill_SalvageTools,"拆解工具"
AL_CraftingSkill_Knuckles,"拳头武器"
AL_CraftingSkill_Medical,"医疗"
AL_CraftingSkill_Spears,"长矛"
AL_CraftingSkill_Cooking,"烹饪"
AL_CraftingSkill_Tools,"工具"
AL_CraftingSkill_Knives,"刀具"
AL_CraftingSkill_BowyeryFletching,"弓/弩"
AL_CraftingSkill_Clubs,"棍棒"
AL_CraftingSkill_Electronics,"电子设备"
AL_CraftingSkill_Explosives,"爆炸物"
AL_CraftingSkill_Handguns,"手枪"
AL_CraftingSkill_MachineGuns,"机枪"
AL_CraftingSkill_SMGs,"冲锋枪"
AL_CraftingSkill_LMGs,"轻机枪"
AL_CraftingSkill_Rifles,"步枪"
AL_CraftingSkill_Robotics,"机器人"
AL_CraftingSkill_Farming,"农业"
AL_CraftingSkill_Shotguns,"霰弹枪"
AL_CraftingSkill_Sledgehammers,"大锤"
AL_CraftingSkill_Traps,"陷阱"
AL_CraftingSkill_Vehicles,"车辆"
AL_CraftingSkill_Workstations,"工作站"
AL_CraftingSkill_Mechanics,"机械"
AL_CraftingSkill_AssaultRifles,"突击步枪"
AL_CraftingSkill_MeleeWeapons,"近战武器"
AL_CraftingSkill_Guns,"枪械"
AL_CraftingSkill_Primitive,"原始制作"
AL_CraftingSkill_Tailoring,"裁缝"
AL_CraftingSkill_Leatherworking,"皮革"

AL_CraftingSkill_ArmourLong,"护甲"
AL_CraftingSkill_ConstructionToolsLong,"建筑工具"
AL_CraftingSkill_HarvestingToolsLong,"采集工具"
AL_CraftingSkill_SalvageToolsLong,"拆解工具"
AL_CraftingSkill_KnucklesLong,"拳头武器"
AL_CraftingSkill_MedicalLong,"医疗"
AL_CraftingSkill_SpearsLong,"长矛"
AL_CraftingSkill_CookingLong,"烹饪"
AL_CraftingSkill_ToolsLong,"工具"
AL_CraftingSkill_KnivesLong,"刀具"
AL_CraftingSkill_BowyeryFletchingLong,"弓/弩"
AL_CraftingSkill_ClubsLong,"棍棒制作"
AL_CraftingSkill_ElectronicsLong,"电子设备"
AL_CraftingSkill_ExplosivesLong,"爆炸物"
AL_CraftingSkill_HandgunsLong,"手枪"
AL_CraftingSkill_MachineGunsLong,"机枪"
AL_CraftingSkill_SMGsLong,"冲锋枪"
AL_CraftingSkill_LMGsLong,"轻机枪"
AL_CraftingSkill_RiflesLong,"步枪"
AL_CraftingSkill_RoboticsLong,"机器人"
AL_CraftingSkill_FarmingLong,"农业"
AL_CraftingSkill_ShotgunsLong,"霰弹枪"
AL_CraftingSkill_SledgehammersLong,"大锤"
AL_CraftingSkill_TrapsLong,"陷阱"
AL_CraftingSkill_VehiclesLong,"载具"
AL_CraftingSkill_WorkstationsLong,"工作站"
AL_CraftingSkill_MechanicsLong,"机械"
AL_CraftingSkill_AssaultRiflesLong,"突击步枪"
AL_CraftingSkill_MeleeWeaponsLong,"近战武器"
AL_CraftingSkill_GunsLong,"枪械"
AL_CraftingSkill_PrimitiveLong,"原始武器"
AL_CraftingSkill_TailoringLong,"裁缝"
AL_CraftingSkill_LeatherworkingLong,"皮革"

AL_CraftingSkill_HarvestingToolsDesc,"允许制作采集工具，并提高所制作工具的质量。阅读 [(((ColourModded)))]工具摘要[-] 或者拆解此类工具可以提升等级。"
AL_CraftingSkill_ConstructionToolsDesc,"允许制作建筑与修理工具，并提高所制作工具的质量。阅读 [(((ColourModded)))]巧手之家[-] 或者拆解建筑/修理工具可以提升等级。"
AL_CraftingSkill_SalvageToolsDesc,"允许制作拆解工具，并提高所制作工具的质量。阅读 [(((ColourModded)))]趣味分解[-] 或者拆解拆解工具可以提升等级。"
